x1,x2,rg_mean,rg_std
25,30,3.251666055,0.104340362
25,32,3.159651467,0.095094971
25,34,2.960028424,0.110027774
25,36,3.460108242,0.129879781
25,38,2.784083756,0.097743119
25,40,3.254905164,0.115796337
25,42,3.347940775,0.113553198
25,44,3.193756069,0.103689314
25,46,3.240620225,0.096917569
25,48,3.13028699,0.089317572
25,50,3.152027741,0.108428123
25,52,3.437052472,0.14817348
25,54,3.03448502,0.090880461
25,56,3.041073483,0.092320745
25,58,3.402857544,0.104385736
25,60,3.330338512,0.094719265
25,62,3.057526655,0.082505147
25,64,3.249299107,0.115497929
25,66,3.270977054,0.131695574
25,68,3.2576207,0.132448954
25,70,3.238827769,0.112624185
25,72,3.17701695,0.096571481
25,74,3.237240738,0.107142731
25,76,3.039551963,0.099067451
25,78,3.345572256,0.09311581
25,80,3.252110562,0.108256251
25,82,2.995300293,0.092713772
25,84,2.970117384,0.077144531
25,86,3.212703348,0.127881914
25,88,3.355721021,0.12371893
25,90,3.096624222,0.142750812
25,92,2.930991837,0.083983254
25,94,3.059073779,0.105831074
25,96,3.022763652,0.107041761
25,98,2.83486339,0.078835668
25,100,2.900708438,0.078687484
27,0,3.032906957,0.106703227
27,2,2.970015132,0.075539787
27,4,2.970879196,0.105264474
27,6,3.040862778,0.08155557
27,8,3.258114492,0.117637424
27,10,3.012696414,0.097820652
27,12,3.084624057,0.100004426
27,14,3.082314708,0.072047333
27,16,2.800492603,0.075167982
27,18,3.031018019,0.104099533
27,20,3.244149341,0.112636574
27,22,3.06085028,0.104431481
27,24,3.224476077,0.109491399
27,26,3.17992028,0.111793732
27,28,3.21669083,0.126194909
27,30,3.087526165,0.102451408
27,32,3.311763515,0.12552959
27,34,3.018781656,0.104677221
27,36,3.139185842,0.099644969
27,38,3.105883219,0.091279686
27,40,2.850210188,0.080256509
27,42,3.083277189,0.121352032
27,44,3.153951894,0.107520518
27,46,3.160999926,0.099158485
27,48,3.031721614,0.092426412
27,50,3.078108275,0.097927252
27,52,2.920218625,0.094344356
27,54,3.076210396,0.10757395
27,56,3.101582187,0.125957786
27,58,3.239096745,0.085108943
27,60,3.056111834,0.113068719
27,62,2.963847684,0.077510223
27,64,3.130986701,0.089180702
27,66,2.922777007,0.088303861
27,68,2.887718975,0.077588415
27,70,2.802656944,0.086674906
27,72,2.914147314,0.111294377
27,74,2.725789234,0.090188291
27,76,2.853620311,0.089948433
27,78,2.816179599,0.11150907
27,80,2.766794078,0.086154222
27,82,2.536613839,0.073855515
27,84,2.764409084,0.083879658
27,86,2.849133286,0.120855424
27,88,2.652970904,0.074569176
27,90,3.075470628,0.092738618
27,92,2.839877437,0.128077012
27,94,2.764296436,0.093393114
27,96,2.716751789,0.11220356
27,98,2.600813091,0.09444965
27,100,2.635374713,0.099705822
29,0,3.019443233,0.096259365
29,2,3.063666892,0.11203514
29,4,3.261091958,0.119512341
29,6,3.105745286,0.091481348
29,8,2.994446164,0.097733285
29,10,3.113748866,0.119346817
29,12,3.091748466,0.098817062
29,14,3.028549269,0.083805625
29,16,2.895916064,0.105382205
29,18,3.313700527,0.130189994
29,20,3.134442939,0.102912265
29,22,3.056141285,0.119184775
29,24,3.142506309,0.090946956
29,26,3.020089811,0.093460682
29,28,3.122578969,0.089167923
29,30,3.15868615,0.076701338
29,32,3.307560271,0.106756788
29,34,2.952359323,0.097584546
29,36,3.252242219,0.121091104
29,38,2.895692254,0.114016327
29,40,3.162925738,0.087339897
29,42,3.008115071,0.100479499
29,44,2.990168752,0.119550239
29,46,2.843456291,0.084576552
29,48,2.923745464,0.077291101
29,50,2.814260081,0.08348807
29,52,2.999022287,0.090640456
29,54,2.807183541,0.106539807
29,56,3.064720129,0.093753306
29,58,3.016933692,0.115985538
29,60,2.774502791,0.090910836
29,62,2.841741936,0.084633004
29,64,2.943222626,0.116316403
29,66,2.680822855,0.070373422
29,68,2.528582787,0.077989065
29,70,2.672432851,0.089925189
29,72,2.827884115,0.087039898
29,74,2.477510707,0.078351188
29,76,2.389091618,0.0624727
29,78,2.525232672,0.07919027
29,80,2.408700237,0.092251531
29,82,2.289875421,0.062617318
29,84,2.307590667,0.083311955
29,86,2.5015795,0.086977029
29,88,2.46324653,0.113705712
29,90,2.219730645,0.079031477
29,92,2.304118997,0.084591767
29,94,2.200865155,0.077155987
29,96,2.295239807,0.080759019
29,98,2.022233173,0.041351634
29,100,2.093983944,0.064746634
31,0,3.228046614,0.11515283
31,2,2.807395087,0.087166736
31,4,3.29453071,0.131171702
31,6,3.057141608,0.099158082
31,8,2.79629319,0.075997191
31,10,3.137795934,0.083475834
31,12,3.057725961,0.093584117
31,14,2.955568694,0.09502228
31,16,2.952388043,0.111048817
31,18,3.041105079,0.126482529
31,20,3.355181968,0.092647624
31,22,2.841234335,0.094597656
31,24,3.181907023,0.104089187
31,26,2.852070098,0.105270599
31,28,2.943033846,0.121681923
31,30,3.014892251,0.11149715
31,32,2.991772703,0.118781134
31,34,2.892778287,0.100516357
31,36,3.112358154,0.127545502
31,38,3.221722568,0.112451264
31,40,3.033162106,0.085503494
31,42,2.959148489,0.091494186
31,44,3.069898808,0.106823472
31,46,2.669851537,0.073601609
31,48,2.948662143,0.120513373
31,50,2.857267443,0.075038582
31,52,2.818108936,0.087019824
31,54,2.859630338,0.110023657
31,56,2.735009294,0.103020546
31,58,2.722744412,0.088023981
31,60,2.763990998,0.079721695
31,62,2.589965172,0.082208206
31,64,2.631394481,0.079752632
31,66,2.453466371,0.049891378
31,68,2.402790487,0.085931971
31,70,2.294795241,0.065008879
31,72,2.372287545,0.06778066
31,74,2.421818364,0.069306339
31,76,2.210557511,0.066804157
31,78,2.21920808,0.069750633
31,80,2.280657644,0.065472834
31,82,2.103549234,0.061607925
31,84,1.979944113,0.032531076
31,86,2.126185798,0.056775177
31,88,2.077808877,0.079539499
31,90,1.978455099,0.052491275
31,92,1.883281369,0.04554334
31,94,1.975812837,0.055536002
31,96,1.825386863,0.051803264
31,98,1.787826167,0.034039625
31,100,1.765443921,0.030654445
33,0,3.207818786,0.122858217
33,2,3.167350168,0.138608198
33,4,3.005398436,0.095942743
33,6,3.02450985,0.070223412
33,8,2.982654636,0.096146649
33,10,3.347565782,0.091008166
33,12,3.182656316,0.122059326
33,14,2.964092495,0.099196449
33,16,3.18410865,0.085041564
33,18,2.981600461,0.108738674
33,20,2.946266627,0.110304267
33,22,3.18637393,0.123177028
33,24,3.221593416,0.113475798
33,26,2.966894431,0.095204046
33,28,3.096957811,0.093990518
33,30,2.729502581,0.091299821
33,32,2.970569023,0.095648489
33,34,2.986004562,0.104563186
33,36,2.947076028,0.109508816
33,38,2.871111455,0.107435503
33,40,2.87800274,0.096200528
33,42,2.961608684,0.112130612
33,44,2.817318972,0.0927749
33,46,2.799316821,0.110630547
33,48,3.039163985,0.06789697
33,50,2.767657552,0.071758777
33,52,2.721868948,0.072792665
33,54,2.763900149,0.074131206
33,56,2.572482581,0.079920503
33,58,2.435315099,0.071234997
33,60,2.458591256,0.081626451
33,62,2.44554348,0.057238136
33,64,2.408220624,0.052103053
33,66,2.355501678,0.058912611
33,68,2.29852522,0.067455577
33,70,2.2253793,0.056858465
33,72,2.221410876,0.062383776
33,74,2.150863948,0.053143482
33,76,2.084577711,0.055259868
33,78,2.071622529,0.047814201
33,80,2.054520357,0.049682186
33,82,1.971109325,0.044596565
33,84,1.945360481,0.060593578
33,86,1.85896992,0.020329953
33,88,1.808470893,0.026492182
33,90,1.808838672,0.042710936
33,92,1.795860683,0.03493491
33,94,1.743253295,0.040018027
33,96,1.703216848,0.027534269
33,98,1.630574869,0.019267877
33,100,1.646994482,0.024276545
35,0,2.982673571,0.104447512
35,2,2.912635652,0.113479597
35,4,3.300688739,0.093914889
35,6,2.970024318,0.094359013
35,8,3.048828755,0.111604594
35,10,3.237085546,0.100711144
35,12,2.923505077,0.104114144
35,14,2.782160805,0.086804335
35,16,2.939155796,0.097269612
35,18,2.91915297,0.088090895
35,20,3.174336935,0.126381623
35,22,3.177296795,0.134131283
35,24,2.991877615,0.105913136
35,26,3.072329019,0.121863356
35,28,2.938479856,0.090533929
35,30,3.214610942,0.116521242
35,32,3.099940788,0.108605619
35,34,3.08956505,0.094713876
35,36,2.69580722,0.077233913
35,38,3.03044073,0.096699174
35,40,2.766596542,0.075440111
35,42,2.831311788,0.074166789
35,44,2.750239403,0.097832267
35,46,2.688011732,0.096000283
35,48,2.664610782,0.086947372
35,50,2.700288736,0.098730238
35,52,2.425369635,0.073349297
35,54,2.698686958,0.101091666
35,56,2.62383097,0.073045126
35,58,2.537310305,0.067308527
35,60,2.445412186,0.048866366
35,62,2.427311845,0.067445366
35,64,2.355707781,0.057318691
35,66,2.269157673,0.054446087
35,68,2.331666984,0.049595072
35,70,2.306592157,0.064098075
35,72,2.129267101,0.041125607
35,74,2.105018036,0.036037908
35,76,1.942584513,0.04143658
35,78,1.960383051,0.042708043
35,80,1.890601687,0.033595132
35,82,1.968985754,0.045295805
35,84,1.824781368,0.025785349
35,86,1.809035424,0.032305394
35,88,1.808383482,0.031980794
35,90,1.725798866,0.022242636
35,92,1.695450059,0.022206016
35,94,1.639617578,0.01487058
35,96,1.612769312,0.01514477
35,98,1.624889885,0.019184156
35,100,1.608778171,0.013483596
37,0,2.982347134,0.095201324
37,2,3.088253502,0.093859103
37,4,3.140714985,0.092546874
37,6,3.153340216,0.109950284
37,8,3.141416971,0.101676488
37,10,3.204470158,0.135446803
37,12,3.369720298,0.134124306
37,14,3.17105177,0.094227357
37,16,3.117602277,0.107469922
37,18,3.151442747,0.079911173
37,20,2.775249621,0.075595274
37,22,3.177829403,0.108709137
37,24,2.952755438,0.094288717
37,26,3.037513804,0.119675362
37,28,2.821682507,0.102126156
37,30,2.814943998,0.093978378
37,32,2.882180402,0.117338586
37,34,3.060226951,0.08489623
37,36,2.689910519,0.094174058
37,38,2.767616624,0.096727811
37,40,3.035774533,0.082384264
37,42,2.675708663,0.06767257
37,44,2.61038005,0.08275788
37,46,2.504377,0.076142201
37,48,2.847305756,0.096734973
37,50,2.601931418,0.072006328
37,52,2.586420096,0.069441387
37,54,2.509287816,0.09173024
37,56,2.46151687,0.083225467
37,58,2.556820503,0.053157966
37,60,2.420092227,0.074085064
37,62,2.295034008,0.070596285
37,64,2.272924799,0.064972965
37,66,2.187388787,0.056017698
37,68,2.15685531,0.065106163
37,70,2.252552066,0.063188232
37,72,2.029088082,0.039623118
37,74,2.004020516,0.049663163
37,76,2.030685187,0.037653383
37,78,2.00387127,0.043050587
37,80,1.876021907,0.03184421
37,82,1.868562556,0.030072049
37,84,1.807840048,0.029326907
37,86,1.727602662,0.021025457
37,88,1.699921933,0.017136586
37,90,1.685704816,0.020065881
37,92,1.649701813,0.016369788
37,94,1.621029632,0.013950726
37,96,1.631891107,0.020358138
37,98,1.57402092,0.013264533
37,100,1.549058086,0.014943618
39,0,3.204820766,0.124265193
39,2,3.025830532,0.145120985
39,4,3.044351413,0.108129194
39,6,2.981704676,0.093716834
39,8,2.843114225,0.108664975
39,10,3.436691831,0.131592131
39,12,3.035153468,0.117927681
39,14,3.103385586,0.120171759
39,16,2.710858181,0.104414949
39,18,3.106781131,0.08862687
39,20,3.130806355,0.123352602
39,22,3.049664992,0.109439526
39,24,2.967045589,0.094486393
39,26,2.869327483,0.087584211
39,28,3.147117949,0.096471745
39,30,2.613579111,0.075814668
39,32,2.769490027,0.085149206
39,34,2.935257693,0.109368157
39,36,2.838851499,0.075073115
39,38,2.796096425,0.07598966
39,40,2.836204426,0.078582806
39,42,2.780460566,0.097175564
39,44,2.866809437,0.101601001
39,46,2.62693975,0.063149013
39,48,2.515030993,0.083159354
39,50,2.647109482,0.086574625
39,52,2.626032338,0.091271839
39,54,2.442416709,0.094562601
39,56,2.58410773,0.060416152
39,58,2.347774286,0.058443308
39,60,2.327796129,0.053501634
39,62,2.190068489,0.06546497
39,64,2.257824852,0.064747295
39,66,2.300892268,0.051554553
39,68,2.007612054,0.052078839
39,70,2.090390298,0.048680153
39,72,2.065187153,0.04964622
39,74,1.928204575,0.042496641
39,76,1.983195603,0.041346021
39,78,1.965326059,0.03483248
39,80,1.841179755,0.038837735
39,82,1.810886818,0.022319604
39,84,1.798927096,0.034216701
39,86,1.685498863,0.020669692
39,88,1.709620207,0.018637177
39,90,1.641577032,0.021013702
39,92,1.614797523,0.013183451
39,94,1.601101415,0.012809264
39,96,1.560216645,0.013851829
39,98,1.534912467,0.008509365
39,100,1.53484516,0.01515369
41,0,2.890597006,0.103346336
41,2,2.956249078,0.132999123
41,4,3.080403081,0.136848172
41,6,2.995796911,0.123088065
41,8,3.028569327,0.116550162
41,10,3.026949499,0.118829822
41,12,2.979954333,0.094781449
41,14,3.162834759,0.11161875
41,16,3.057474032,0.109580747
41,18,3.106464109,0.12261079
41,20,2.965341466,0.096817266
41,22,3.055939226,0.118487599
41,24,2.98554374,0.09846095
41,26,2.65442458,0.085652466
41,28,2.856204741,0.104332599
41,30,2.83266941,0.114649598
41,32,2.872678571,0.108652406
41,34,2.911629362,0.083274043
41,36,2.78835506,0.125314942
41,38,2.785789124,0.100408314
41,40,2.731644236,0.080066574
41,42,2.694720626,0.107090843
41,44,2.643302769,0.088215342
41,46,2.538561517,0.071968347
41,48,2.743276071,0.107974523
41,50,2.455217801,0.102535227
41,52,2.516861814,0.082567551
41,54,2.477011326,0.089802232
41,56,2.494572154,0.069167044
41,58,2.432436639,0.086636614
41,60,2.408083249,0.070465155
41,62,2.324405828,0.050029827
41,64,2.334470901,0.07757127
41,66,2.116808875,0.057139912
41,68,2.179526195,0.050088413
41,70,1.958992931,0.038015449
41,72,1.992088827,0.0574126
41,74,1.95340291,0.037230648
41,76,1.859609387,0.043408314
41,78,1.901959591,0.035290064
41,80,1.788630383,0.029918745
41,82,1.751620911,0.027357719
41,84,1.787469981,0.027459828
41,86,1.698016477,0.019657407
41,88,1.697378638,0.022886818
41,90,1.628817923,0.015720207
41,92,1.605657545,0.011821589
41,94,1.562154544,0.015963776
41,96,1.532689496,0.00942693
41,98,1.518533017,0.013067043
41,100,1.510372211,0.012912375
43,0,3.111377015,0.134587349
43,2,2.980637977,0.074403098
43,4,2.883887957,0.095341869
43,6,3.019019125,0.111236711
43,8,2.735165459,0.100408986
43,10,2.92984367,0.088709141
43,12,2.959030927,0.096544125
43,14,2.932142193,0.09662049
43,16,3.055588741,0.144587451
43,18,2.881366016,0.090136522
43,20,2.853385181,0.118240146
43,22,2.756890078,0.086682023
43,24,3.003264014,0.117841849
43,26,2.970183157,0.121416117
43,28,2.844968829,0.113754571
43,30,2.803925687,0.104386279
43,32,2.656777263,0.089568405
43,34,2.850144054,0.099421341
43,36,2.713200461,0.079693782
43,38,2.730957756,0.102132271
43,40,2.512456254,0.091564649
43,42,2.693344562,0.093689672
43,44,2.790094639,0.124052997
43,46,2.467503709,0.090435031
43,48,2.562335239,0.086259581
43,50,2.336900345,0.079170456
43,52,2.556495884,0.082165156
43,54,2.332221939,0.049637712
43,56,2.234902185,0.075629868
43,58,2.449290037,0.080499862
43,60,2.406900415,0.080904504
43,62,2.209247767,0.064290527
43,64,2.185859083,0.06080726
43,66,2.139360652,0.075754874
43,68,2.054609937,0.053662316
43,70,1.99217419,0.037213533
43,72,1.902896194,0.043525016
43,74,1.994568885,0.056617219
43,76,1.932401631,0.04257963
43,78,1.810948094,0.02427558
43,80,1.811482365,0.037494975
43,82,1.766783911,0.031023271
43,84,1.706665408,0.024301059
43,86,1.677976195,0.022884221
43,88,1.640577095,0.022086251
43,90,1.612847772,0.020116264
43,92,1.554199992,0.013389805
43,94,1.557666171,0.014505423
43,96,1.533684214,0.012831112
43,98,1.50046465,0.007434904
43,100,1.47829752,0.007931834
45,0,3.097749606,0.085228389
45,2,3.076580162,0.078904243
45,4,2.985363768,0.08923181
45,6,2.900460809,0.083123624
45,8,2.879254411,0.090454184
45,10,2.957642017,0.088965856
45,12,3.249027986,0.103840464
45,14,2.813193408,0.096969262
45,16,2.929845528,0.0888845
45,18,2.993974974,0.116509253
45,20,3.01084553,0.103263426
45,22,3.031794904,0.093967817
45,24,2.979561908,0.105847013
45,26,2.93091976,0.107976532
45,28,2.880588126,0.118088237
45,30,2.498727025,0.098667312
45,32,2.786635847,0.110447754
45,34,2.71318216,0.088200837
45,36,2.448029028,0.093313344
45,38,2.773955876,0.102018158
45,40,2.483365898,0.08791073
45,42,2.715090825,0.107891487
45,44,2.721166564,0.087640171
45,46,2.448551444,0.06234248
45,48,2.69966704,0.084441989
45,50,2.237652124,0.075496356
45,52,2.432942874,0.08024887
45,54,2.412080105,0.071144223
45,56,2.130726629,0.062083766
45,58,2.102116387,0.056087126
45,60,2.225792074,0.084518446
45,62,2.188629417,0.057260409
45,64,2.128864139,0.075093101
45,66,2.036179486,0.064842276
45,68,1.932725715,0.052519991
45,70,2.025129506,0.04939554
45,72,2.01948305,0.035693521
45,74,1.944140172,0.044437302
45,76,1.816871825,0.032656117
45,78,1.796525782,0.035465718
45,80,1.803581622,0.033252133
45,82,1.728310982,0.026650509
45,84,1.699845133,0.024119371
45,86,1.65068117,0.018400486
45,88,1.61160018,0.014762388
45,90,1.602554813,0.019289927
45,92,1.569390118,0.01006958
45,94,1.529554012,0.010183296
45,96,1.522472267,0.011865585
45,98,1.498411125,0.007803307
45,100,1.484912936,0.008819429
47,0,2.969925133,0.112981449
47,2,2.958264526,0.089136764
47,4,2.952072014,0.106148439
47,6,3.035521828,0.081231513
47,8,2.87795269,0.112652081
47,10,3.293855747,0.113489241
47,12,2.957246174,0.093930608
47,14,3.296480468,0.133305669
47,16,3.055796528,0.1103274
47,18,2.692264478,0.07459318
47,20,2.919989004,0.093700642
47,22,3.044628723,0.106223272
47,24,2.598592435,0.103631268
47,26,2.973987395,0.108642116
47,28,2.846968932,0.083697479
47,30,2.81901515,0.104966862
47,32,2.755611921,0.101233909
47,34,2.744312729,0.11491201
47,36,2.781399543,0.112797513
47,38,2.639849034,0.088750971
47,40,2.449606219,0.08697431
47,42,2.550752261,0.094757009
47,44,2.520391704,0.074006258
47,46,2.625654886,0.096858165
47,48,2.681265216,0.096643799
47,50,2.550051639,0.091118344
47,52,2.478024928,0.089574632
47,54,2.273270914,0.09141055
47,56,2.304788153,0.065724239
47,58,2.396631133,0.084588151
47,60,2.107016955,0.058442068
47,62,2.096834833,0.072520533
47,64,2.159456072,0.052882504
47,66,2.047791356,0.061192856
47,68,2.052752944,0.062224182
47,70,2.047130925,0.054561809
47,72,1.997587973,0.042332018
47,74,1.922414206,0.039707668
47,76,1.86393582,0.032964606
47,78,1.800391115,0.028328854
47,80,1.819440341,0.028403131
47,82,1.711498813,0.019757305
47,84,1.689562199,0.021588669
47,86,1.64401862,0.025770649
47,88,1.604586322,0.01589011
47,90,1.568974469,0.010566417
47,92,1.559070036,0.015807756
47,94,1.529769372,0.010016636
47,96,1.490346607,0.006517052
47,98,1.494178224,0.011499071
47,100,1.470606823,0.008915125
49,0,3.016515055,0.120283063
49,2,2.817886038,0.101492304
49,4,3.125176292,0.125746754
49,6,2.777849565,0.100453323
